age,fnlwgt,education,relationship,race,sex,income,education_num,marital_status,capital_gain,capital_loss,hours_per_week,REP_native_country,REP_occupation,REP_workclass,_dataobs_
42,226902,Bachelors,Husband,White,Male,>50K,13,Married-civ-spouse,0,0,45,United-States,Tech-support,Private,24197
52,186117,HS-grad,Husband,White,Male,>50K,9,Married-civ-spouse,0,0,56,United-States,Protective-serv,Local-gov,24202
39,347960,Prof-school,Not-in-family,White,Female,>50K,15,Never-married,14084,0,35,United-States,Prof-specialty,Private,24204
24,506329,Some-college,Own-child,Asian-Pac-Islander,Male,<=50K,10,Never-married,0,0,40,,Adm-clerical,State-gov,24214
23,35448,Some-college,Unmarried,White,Female,<=50K,10,Never-married,0,0,25,United-States,Other-service,Private,24235
31,19491,Some-college,Not-in-family,White,Male,<=50K,10,Never-married,0,0,40,United-States,Craft-repair,Private,24250
37,128715,Bachelors,Husband,White,Male,>50K,13,Married-civ-spouse,0,0,60,United-States,Exec-managerial,Private,24251
26,68895,HS-grad,Not-in-family,White,Male,<=50K,9,Never-married,0,0,50,Mexico,Adm-clerical,Private,24263
36,111128,Some-college,Not-in-family,White,Male,>50K,10,Separated,0,0,60,United-States,Exec-managerial,Private,24268
31,246439,Some-college,Husband,White,Male,>50K,10,Married-civ-spouse,7298,0,50,United-States,Farming-fishing,Private,24273
67,123393,HS-grad,Husband,White,Male,>50K,9,Married-civ-spouse,6418,0,58,United-States,Transport-moving,Self-emp-not-inc,24275
29,370509,Bachelors,Husband,White,Male,>50K,13,Married-civ-spouse,0,0,50,France,Exec-managerial,Private,24283
41,115932,Some-college,Husband,White,Male,>50K,10,Married-civ-spouse,99999,0,50,United-States,Exec-managerial,Private,24286
72,94242,Some-college,Not-in-family,White,Female,<=50K,10,Widowed,0,0,16,United-States,Tech-support,Federal-gov,24291
66,212185,7th-8th,Husband,White,Male,<=50K,4,Married-civ-spouse,0,0,48,United-States,Farming-fishing,Self-emp-not-inc,24303
31,202450,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,1573,40,United-States,Machine-op-inspct,Private,24305
43,113211,HS-grad,Wife,White,Female,<=50K,9,Married-civ-spouse,0,0,40,United-States,Exec-managerial,Self-emp-not-inc,24311
49,213140,HS-grad,Husband,White,Male,>50K,9,Married-civ-spouse,0,1902,60,United-States,Exec-managerial,Self-emp-inc,24321
29,210464,9th,Husband,White,Male,<=50K,5,Married-civ-spouse,0,0,40,United-States,Machine-op-inspct,Private,24332
38,233717,Some-college,Unmarried,Black,Male,<=50K,10,Divorced,0,0,60,United-States,Exec-managerial,Private,24334
32,222205,Some-college,Wife,White,Female,>50K,10,Married-civ-spouse,0,0,40,United-States,Prof-specialty,Private,24335
48,174533,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,Machine-op-inspct,Private,24339
32,131534,HS-grad,Not-in-family,Black,Female,<=50K,9,Never-married,0,0,40,United-States,Exec-managerial,Federal-gov,24352
25,181896,Bachelors,Own-child,White,Female,<=50K,13,Never-married,0,0,40,United-States,Adm-clerical,Private,24397
30,99502,Assoc-voc,Unmarried,Amer-Indian-Eskimo,Female,<=50K,11,Divorced,0,0,40,United-States,Protective-serv,Local-gov,24403
38,146398,HS-grad,Unmarried,Black,Female,<=50K,9,Never-married,0,0,24,United-States,Other-service,Private,24411
58,227800,1st-4th,Not-in-family,Black,Male,<=50K,2,Separated,0,0,50,United-States,Farming-fishing,Private,24423
39,22494,Bachelors,Not-in-family,White,Female,<=50K,13,Never-married,0,0,40,United-States,Exec-managerial,Private,24447
42,187720,Masters,Husband,White,Male,>50K,14,Married-civ-spouse,15024,0,50,,Sales,Private,24466
50,218382,Some-college,Unmarried,Black,Female,<=50K,10,Divorced,0,0,40,United-States,Other-service,Local-gov,24470
35,267798,HS-grad,Unmarried,White,Male,<=50K,9,Divorced,0,0,40,United-States,Craft-repair,Private,24475
45,44791,Bachelors,Not-in-family,White,Male,<=50K,13,Never-married,0,0,40,United-States,Prof-specialty,Private,24503
57,89182,HS-grad,Not-in-family,White,Female,<=50K,9,Widowed,0,0,40,United-States,Adm-clerical,Private,24508
48,54190,Prof-school,Husband,White,Male,>50K,15,Married-civ-spouse,15024,0,40,United-States,Prof-specialty,Self-emp-inc,24523
18,396270,HS-grad,Own-child,White,Male,<=50K,9,Never-married,0,0,25,United-States,Adm-clerical,Private,24525
55,253062,Some-college,Husband,White,Male,>50K,10,Married-civ-spouse,0,0,40,United-States,Prof-specialty,Local-gov,24535
43,193672,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,Machine-op-inspct,Private,24552
26,134888,Bachelors,Own-child,White,Female,<=50K,13,Never-married,0,0,35,United-States,Tech-support,Private,24563
20,745817,Some-college,Own-child,White,Female,<=50K,10,Never-married,0,0,15,United-States,Tech-support,Private,24564
49,122066,Masters,Husband,White,Male,>50K,14,Married-civ-spouse,0,0,45,United-States,Prof-specialty,State-gov,24566
35,226379,HS-grad,Other-relative,White,Female,<=50K,9,Married-civ-spouse,0,0,25,United-States,,,24580
45,98765,HS-grad,Unmarried,White,Female,<=50K,9,Never-married,0,0,40,Canada,Machine-op-inspct,Private,24584
38,205359,11th,Wife,White,Female,<=50K,7,Married-civ-spouse,0,0,32,United-States,Adm-clerical,Private,24608
23,186014,Some-college,Own-child,White,Female,<=50K,10,Never-married,0,0,15,United-States,Adm-clerical,Private,24624
52,145271,Bachelors,Husband,Asian-Pac-Islander,Male,<=50K,13,Married-civ-spouse,0,0,40,United-States,Craft-repair,Private,24630
33,58305,Assoc-voc,Husband,White,Male,<=50K,11,Married-civ-spouse,0,0,40,United-States,Craft-repair,Private,24634
18,25837,HS-grad,Not-in-family,White,Male,<=50K,9,Never-married,0,0,25,United-States,Other-service,Private,24640
19,181572,Some-college,Own-child,White,Male,<=50K,10,Never-married,0,0,40,United-States,Adm-clerical,Private,24643
35,144608,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,Machine-op-inspct,Private,24647
20,250630,Some-college,Not-in-family,White,Female,<=50K,10,Never-married,0,0,20,United-States,Sales,Private,24648
31,150441,Some-college,Not-in-family,White,Female,<=50K,10,Divorced,0,0,50,United-States,Adm-clerical,Private,24649
36,331902,Some-college,Unmarried,White,Female,<=50K,10,Divorced,0,0,35,United-States,Adm-clerical,Local-gov,24669
35,145704,HS-grad,Wife,White,Female,<=50K,9,Married-civ-spouse,3942,0,35,United-States,Prof-specialty,Private,24671
32,223212,Preschool,Husband,White,Male,<=50K,1,Married-civ-spouse,0,0,40,Mexico,Machine-op-inspct,Private,24699
48,353824,HS-grad,Husband,White,Male,>50K,9,Married-civ-spouse,0,0,72,United-States,Protective-serv,State-gov,24702
22,117363,Some-college,Not-in-family,White,Female,<=50K,10,Never-married,0,0,35,United-States,Adm-clerical,Private,24703
49,188515,Some-college,Unmarried,White,Female,<=50K,10,Divorced,0,0,40,United-States,Adm-clerical,Private,24708
45,364365,Bachelors,Not-in-family,White,Female,<=50K,13,Never-married,0,0,35,United-States,Sales,Self-emp-not-inc,24722
19,183589,Some-college,Own-child,White,Male,<=50K,10,Never-married,0,0,25,United-States,Transport-moving,Private,24726
32,168981,HS-grad,Other-relative,White,Female,<=50K,9,Never-married,0,0,35,United-States,Adm-clerical,Private,24729
21,197050,Some-college,Own-child,White,Female,<=50K,10,Never-married,0,0,35,United-States,Other-service,Private,24732
17,276718,HS-grad,Own-child,White,Male,<=50K,9,Never-married,0,0,20,United-States,Adm-clerical,Private,24737
25,259299,Some-college,Husband,White,Male,>50K,10,Married-civ-spouse,3103,0,50,United-States,Craft-repair,Self-emp-not-inc,24742
59,121865,HS-grad,Not-in-family,Black,Female,<=50K,9,Divorced,0,0,40,United-States,Other-service,Private,24778
43,218558,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,,,24780
43,196545,Bachelors,Husband,White,Male,>50K,13,Never-married,0,1902,40,United-States,Machine-op-inspct,Private,24811
21,177526,Some-college,Own-child,White,Male,<=50K,10,Never-married,0,0,40,United-States,Other-service,Private,24830
46,285335,Some-college,Husband,White,Male,>50K,10,Married-civ-spouse,0,0,60,United-States,Sales,Self-emp-inc,24841
47,266275,HS-grad,Unmarried,White,Female,<=50K,9,Divorced,0,0,40,United-States,Other-service,Private,24847
45,246392,HS-grad,Unmarried,Black,Female,<=50K,9,Never-married,0,0,30,United-States,Priv-house-serv,Private,24857
46,250821,Prof-school,Unmarried,White,Male,<=50K,15,Divorced,0,0,48,United-States,Farming-fishing,Private,24869
68,208478,Masters,Husband,White,Male,<=50K,14,Married-civ-spouse,0,0,18,,Prof-specialty,Private,24924
34,199934,Some-college,Husband,Black,Male,>50K,10,Married-civ-spouse,7298,0,40,United-States,Machine-op-inspct,Private,24932
47,374580,HS-grad,Not-in-family,White,Female,<=50K,9,Separated,0,0,52,United-States,Sales,Private,24949
55,125000,Masters,Unmarried,White,Male,>50K,14,Divorced,0,0,40,United-States,Exec-managerial,Private,24962
35,183898,HS-grad,Unmarried,White,Male,<=50K,9,Divorced,2354,0,40,United-States,Craft-repair,Private,24972
35,112158,10th,Husband,White,Male,<=50K,6,Never-married,0,0,40,United-States,Craft-repair,Private,24986
52,89041,HS-grad,Husband,White,Male,<=50K,9,Never-married,0,0,40,United-States,Craft-repair,Private,24995
41,112507,10th,Husband,White,Male,<=50K,6,Never-married,0,0,60,United-States,Transport-moving,Private,24996
21,433330,Some-college,Unmarried,White,Male,<=50K,10,Never-married,0,0,40,United-States,,,24999
23,138768,Bachelors,Own-child,White,Male,<=50K,13,Never-married,2907,0,40,United-States,,,25010
45,140644,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,Machine-op-inspct,Private,25044
18,126154,Some-college,Own-child,White,Male,<=50K,10,Never-married,0,0,40,United-States,,,25045
28,129624,HS-grad,Not-in-family,White,Male,<=50K,9,Never-married,0,0,40,,Handlers-cleaners,Private,25047
33,314310,HS-grad,Not-in-family,White,Male,<=50K,9,Married-spouse-absent,0,0,20,United-States,Sales,Private,25053
36,107218,Some-college,Unmarried,Asian-Pac-Islander,Male,<=50K,10,Divorced,0,0,55,United-States,Sales,Self-emp-inc,25102
51,55500,12th,Husband,White,Male,<=50K,8,Married-civ-spouse,0,0,40,United-States,Transport-moving,Private,25103
57,399246,Bachelors,Husband,Asian-Pac-Islander,Male,<=50K,13,Married-civ-spouse,0,1485,40,China,Adm-clerical,State-gov,25119
21,176178,Some-college,Own-child,White,Female,<=50K,10,Never-married,0,0,16,United-States,Sales,Private,25124
55,171467,HS-grad,Unmarried,Black,Male,>50K,9,Divorced,0,0,48,United-States,Craft-repair,Private,25159
59,170148,Some-college,Unmarried,White,Female,<=50K,10,Divorced,0,0,32,United-States,Other-service,Private,25174
48,213140,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,80,United-States,Exec-managerial,Self-emp-inc,25176
58,110199,7th-8th,Husband,White,Male,<=50K,4,Married-civ-spouse,0,0,40,United-States,Transport-moving,State-gov,25189
39,193689,Some-college,Husband,White,Male,<=50K,10,Married-civ-spouse,0,0,40,United-States,Machine-op-inspct,Private,25192
28,233275,Bachelors,Not-in-family,White,Male,<=50K,13,Never-married,0,0,45,United-States,Prof-specialty,Private,25195
38,171344,11th,Own-child,White,Male,<=50K,7,Married-spouse-absent,0,0,36,Mexico,Transport-moving,Private,25201
21,197918,HS-grad,Own-child,White,Male,<=50K,9,Never-married,0,0,40,United-States,Transport-moving,Private,25219
38,179314,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,Handlers-cleaners,Private,25230
45,168598,12th,Wife,Black,Female,>50K,8,Married-civ-spouse,3103,0,40,United-States,Adm-clerical,Private,25237
24,330836,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,Protective-serv,State-gov,25246
54,36327,7th-8th,Husband,White,Male,<=50K,4,Married-civ-spouse,0,0,50,United-States,Machine-op-inspct,Self-emp-not-inc,25247
22,188274,Assoc-acdm,Own-child,White,Male,<=50K,12,Never-married,0,0,40,United-States,Handlers-cleaners,Private,25269
43,94937,Bachelors,Wife,White,Female,<=50K,13,Married-civ-spouse,0,0,28,United-States,Prof-specialty,Local-gov,25273
60,109511,7th-8th,Husband,White,Male,<=50K,4,Married-civ-spouse,0,0,40,United-States,Handlers-cleaners,Private,25274
44,193524,Masters,Husband,White,Male,>50K,14,Married-civ-spouse,0,1902,40,United-States,Exec-managerial,State-gov,25289
69,143849,11th,Not-in-family,White,Female,<=50K,7,Widowed,0,0,20,United-States,Adm-clerical,Federal-gov,25298
41,97277,Assoc-voc,Unmarried,White,Female,<=50K,11,Divorced,0,0,10,United-States,Other-service,Self-emp-not-inc,25299
40,199303,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,Craft-repair,Private,25300
51,124076,Bachelors,Not-in-family,White,Female,<=50K,13,Widowed,0,0,40,United-States,Adm-clerical,Federal-gov,25306
42,202188,Some-college,Not-in-family,White,Female,<=50K,10,Divorced,0,1741,50,United-States,Exec-managerial,Private,25310
47,185866,Prof-school,Husband,White,Male,>50K,15,Married-civ-spouse,0,0,60,,Prof-specialty,Private,25314
32,419691,12th,Husband,White,Male,>50K,8,Married-civ-spouse,0,0,40,United-States,Sales,Private,25321
35,166416,Bachelors,Husband,White,Male,>50K,13,Married-civ-spouse,0,0,50,United-States,Exec-managerial,Private,25333
42,212737,9th,Unmarried,Black,Male,<=50K,5,Separated,0,0,40,United-States,Craft-repair,Private,25334
18,236069,10th,Own-child,Black,Male,<=50K,6,Never-married,0,0,10,United-States,Other-service,Private,25335
54,145419,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,1672,50,United-States,Sales,Private,25338
26,359543,Bachelors,Own-child,White,Female,<=50K,13,Never-married,0,0,40,Mexico,Adm-clerical,Private,25341
64,113324,HS-grad,Not-in-family,White,Male,<=50K,9,Widowed,0,0,40,United-States,Exec-managerial,Local-gov,25353
24,153542,Some-college,Other-relative,White,Male,<=50K,10,Never-married,0,0,35,United-States,Sales,Private,25364
60,166330,HS-grad,Wife,White,Female,>50K,9,Married-civ-spouse,99999,10758,40,United-States,Other-service,Private,25373
36,174640,Assoc-voc,Not-in-family,Black,Female,>50K,11,Never-married,0,0,60,United-States,Protective-serv,Local-gov,25384
21,102766,Some-college,Own-child,White,Male,<=50K,10,Divorced,0,0,40,United-States,Craft-repair,Private,25388
20,275357,Assoc-voc,Own-child,White,Female,<=50K,11,Never-married,0,0,25,United-States,Tech-support,Private,25391
59,102193,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,45,United-States,Transport-moving,Private,25405
47,175990,HS-grad,Wife,White,Female,>50K,9,Married-civ-spouse,0,0,30,United-States,Other-service,Private,25412
21,40052,Some-college,Not-in-family,White,Male,<=50K,10,Never-married,0,2001,45,United-States,,,25418
39,120074,HS-grad,Not-in-family,White,Male,<=50K,9,Divorced,0,0,40,United-States,Handlers-cleaners,Private,25419
41,157686,Some-college,Husband,White,Male,>50K,10,Married-civ-spouse,0,0,40,United-States,Exec-managerial,Self-emp-not-inc,25426
54,104501,Some-college,Husband,White,Male,>50K,10,Married-civ-spouse,15024,0,40,United-States,Sales,Private,25435
26,238367,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,Adm-clerical,Private,25436
46,319163,HS-grad,Husband,Black,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,Craft-repair,Private,25441
35,299353,HS-grad,Unmarried,Black,Female,<=50K,9,Never-married,0,0,40,United-States,Other-service,Private,25447
20,228649,HS-grad,Own-child,White,Male,<=50K,9,Never-married,0,0,40,United-States,Other-service,Private,25486
58,374108,Some-college,Unmarried,White,Female,<=50K,10,Divorced,0,0,40,United-States,Prof-specialty,Private,25493
20,183594,Some-college,Own-child,White,Male,<=50K,10,Never-married,0,0,40,United-States,Transport-moving,Private,25513
17,89870,10th,Own-child,White,Male,<=50K,6,Never-married,0,0,40,United-States,,,25520
54,196328,Bachelors,Husband,Black,Male,<=50K,13,Married-civ-spouse,0,0,40,Jamaica,Sales,Self-emp-inc,25529
55,208019,5th-6th,Husband,White,Male,<=50K,3,Married-civ-spouse,0,0,40,Mexico,Machine-op-inspct,Private,25545
34,238376,1st-4th,Husband,White,Male,<=50K,2,Married-civ-spouse,0,0,40,Mexico,Craft-repair,Private,25548
51,289572,Bachelors,Husband,White,Male,>50K,13,Married-civ-spouse,7688,0,50,United-States,Sales,Private,25555
45,72844,HS-grad,Not-in-family,White,Female,<=50K,9,Divorced,0,0,46,United-States,Exec-managerial,Private,25563
23,254127,Bachelors,Other-relative,White,Female,<=50K,13,Never-married,0,0,50,United-States,Prof-specialty,Local-gov,25588
36,145933,HS-grad,Not-in-family,White,Male,<=50K,9,Never-married,0,2258,70,United-States,Exec-managerial,Private,25603
21,89991,Some-college,Own-child,White,Female,<=50K,10,Never-married,0,0,40,United-States,Adm-clerical,Private,25610
59,145574,11th,Husband,White,Male,<=50K,7,Married-civ-spouse,0,0,40,United-States,Adm-clerical,Private,25613
20,266467,HS-grad,Own-child,White,Male,<=50K,9,Never-married,0,0,25,United-States,Other-service,Private,25616
60,205934,HS-grad,Not-in-family,White,Female,<=50K,9,Separated,0,0,25,United-States,Other-service,Private,25632
56,98418,Prof-school,Husband,White,Male,>50K,15,Married-civ-spouse,99999,0,40,United-States,Prof-specialty,Self-emp-inc,25634
61,124242,HS-grad,Husband,Black,Male,<=50K,9,Married-civ-spouse,0,0,40,India,Protective-serv,Private,25663
37,236990,Some-college,Husband,White,Male,<=50K,10,Married-civ-spouse,3464,0,40,United-States,Machine-op-inspct,Private,25667
24,100605,Some-college,Own-child,Other,Male,<=50K,10,Never-married,0,0,14,United-States,Machine-op-inspct,Private,25672
22,109053,12th,Husband,White,Male,<=50K,8,Married-civ-spouse,0,0,40,United-States,Transport-moving,Private,25679
43,339814,Some-college,Husband,White,Male,>50K,10,Married-civ-spouse,5178,0,40,United-States,Prof-specialty,Private,25695
26,150132,HS-grad,Not-in-family,White,Female,<=50K,9,Never-married,0,0,45,United-States,Adm-clerical,Private,25696
59,214865,HS-grad,Unmarried,White,Female,<=50K,9,Widowed,0,0,50,United-States,Exec-managerial,Private,25703
24,209034,Assoc-acdm,Own-child,White,Female,<=50K,12,Married-civ-spouse,0,0,20,United-States,Sales,Private,25707
53,153486,10th,Husband,White,Male,>50K,6,Married-civ-spouse,0,0,40,United-States,Transport-moving,State-gov,25708
34,329587,10th,Not-in-family,White,Female,<=50K,6,Separated,0,0,35,United-States,Other-service,Private,25715
23,103632,HS-grad,Not-in-family,White,Female,<=50K,9,Never-married,0,0,40,United-States,Adm-clerical,Private,25720
73,241121,7th-8th,Husband,White,Male,<=50K,4,Married-civ-spouse,0,0,40,United-States,Farming-fishing,Self-emp-not-inc,25732
39,209867,Some-college,Not-in-family,White,Female,>50K,10,Never-married,13550,0,45,United-States,Adm-clerical,Private,25739
40,53835,Bachelors,Husband,White,Male,>50K,13,Married-civ-spouse,0,0,50,United-States,Sales,Private,25743
49,280525,Some-college,Husband,White,Male,>50K,10,Married-civ-spouse,0,0,45,United-States,Adm-clerical,Private,25750
48,120131,HS-grad,Own-child,White,Male,>50K,9,Divorced,8614,0,40,United-States,Craft-repair,State-gov,25761
60,27886,Some-college,Husband,White,Male,>50K,10,Married-civ-spouse,0,0,40,United-States,Exec-managerial,Self-emp-not-inc,25763
22,260594,11th,Unmarried,White,Female,<=50K,7,Never-married,0,0,25,United-States,Sales,Private,25768
67,105252,Masters,Husband,White,Male,>50K,14,Married-civ-spouse,0,0,40,United-States,Exec-managerial,Private,25778
43,212894,Bachelors,Husband,White,Male,>50K,13,Married-civ-spouse,15024,0,50,USA,Exec-managerial,Private,25786
18,170627,11th,Own-child,White,Female,<=50K,7,Never-married,0,0,15,USA,Other-service,Private,25789
23,210053,Some-college,Not-in-family,White,Female,<=50K,10,Never-married,0,0,28,USA,Other-service,Private,25822
54,176240,Masters,Husband,White,Male,>50K,14,Married-civ-spouse,7688,0,60,USA,Transport-moving,Private,25826
55,185195,Bachelors,Husband,White,Male,>50K,13,Married-civ-spouse,0,0,40,USA,Exec-managerial,Self-emp-not-inc,25829
31,147284,Doctorate,Husband,White,Male,>50K,16,Married-civ-spouse,0,1977,99,USA,Prof-specialty,Private,25832
45,108100,Bachelors,Wife,Asian-Pac-Islander,Female,>50K,13,Married-civ-spouse,99999,59166,25,,Exec-managerial,Self-emp-inc,25842
30,324120,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,50,USA,Handlers-cleaners,Private,25844
29,367329,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,USA,Machine-op-inspct,Private,25845
70,163057,HS-grad,Not-in-family,White,Female,<=50K,9,Widowed,2009,0,40,USA,,,25854
54,299324,5th-6th,Unmarried,White,Male,<=50K,3,Married-spouse-absent,0,0,40,Mexico,Machine-op-inspct,Private,25862
37,295127,Some-college,Not-in-family,White,Male,<=50K,10,Divorced,0,0,47,USA,Other-service,Private,25866
35,178948,Masters,Unmarried,White,Female,<=50K,14,Never-married,0,0,32,USA,Prof-specialty,Private,25870
62,182998,7th-8th,Husband,White,Male,<=50K,4,Married-civ-spouse,0,0,10,USA,Craft-repair,Self-emp-not-inc,25877
45,246891,Masters,Not-in-family,White,Male,<=50K,14,Divorced,0,0,40,USA,Craft-repair,Self-emp-not-inc,25879
26,328663,HS-grad,Husband,Other,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,Transport-moving,Private,25899
51,172046,Masters,Husband,White,Male,>50K,14,Married-civ-spouse,0,1977,50,USA,Exec-managerial,Private,25915
47,362835,Bachelors,Husband,White,Male,>50K,13,Married-civ-spouse,0,0,50,USA,Exec-managerial,Self-emp-inc,25918
48,44434,Masters,Husband,White,Male,>50K,14,Married-civ-spouse,0,0,61,USA,Prof-specialty,State-gov,25927
32,158242,Bachelors,Not-in-family,White,Female,<=50K,13,Never-married,0,0,40,USA,Prof-specialty,Private,25942
21,170456,Assoc-acdm,Own-child,White,Male,<=50K,12,Never-married,0,0,15,USA,Handlers-cleaners,Private,25952
30,112383,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,45,USA,Transport-moving,Private,25955
32,27207,10th,Not-in-family,White,Male,<=50K,6,Never-married,0,0,50,USA,Craft-repair,Private,25957
31,137444,HS-grad,Husband,White,Male,>50K,9,Married-civ-spouse,0,0,40,USA,Machine-op-inspct,Private,25983
44,212665,Some-college,Husband,Black,Male,<=50K,10,Married-civ-spouse,0,0,99,United-States,Protective-serv,Local-gov,25987
35,198841,Assoc-voc,Own-child,White,Male,<=50K,11,Divorced,0,0,35,USA,Tech-support,Private,25989
37,205339,HS-grad,Not-in-family,White,Male,<=50K,9,Divorced,0,0,49,USA,Craft-repair,Private,26000
34,261418,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,Other-service,Private,26009
58,284834,Assoc-acdm,Not-in-family,White,Female,<=50K,12,Divorced,0,0,40,United-States,Adm-clerical,Private,26015
23,161478,Some-college,Own-child,Asian-Pac-Islander,Female,<=50K,10,Never-married,0,0,23,United-States,Other-service,Private,26019
33,189368,Some-college,Husband,Black,Male,>50K,10,Married-civ-spouse,0,0,40,United-States,Transport-moving,Private,26051
19,141418,Some-college,Own-child,White,Male,<=50K,10,Never-married,0,0,15,United-States,,,26052
55,186791,HS-grad,Not-in-family,White,Female,<=50K,9,Divorced,0,0,40,United-States,Adm-clerical,Federal-gov,26069
49,246183,HS-grad,Husband,White,Male,>50K,9,Married-civ-spouse,0,0,40,United-States,Sales,Private,26081
71,38822,Masters,Husband,White,Male,>50K,14,Married-civ-spouse,99999,0,40,United-States,Exec-managerial,Self-emp-inc,26084
32,167990,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,Ireland,Exec-managerial,Private,26088
35,187119,Some-college,Not-in-family,White,Female,<=50K,10,Divorced,0,0,70,United-States,Exec-managerial,Private,26115
18,344742,10th,Own-child,White,Male,<=50K,6,Never-married,0,0,40,United-States,,,26120
40,174395,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,Craft-repair,Private,26150
64,175534,Doctorate,Husband,Asian-Pac-Islander,Male,>50K,16,Married-civ-spouse,0,0,40,China,Prof-specialty,Federal-gov,26151
61,105384,Bachelors,Husband,White,Male,<=50K,13,Married-civ-spouse,0,0,40,United-States,Prof-specialty,Private,26160
66,314347,HS-grad,Husband,Black,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,,,26164
22,321031,HS-grad,Own-child,Black,Female,<=50K,9,Never-married,0,0,40,United-States,Sales,Private,26166
41,394669,Bachelors,Not-in-family,White,Female,<=50K,13,Never-married,0,1741,40,United-States,Prof-specialty,Private,26168
22,109039,HS-grad,Not-in-family,White,Female,<=50K,9,Never-married,0,0,55,United-States,Exec-managerial,Private,26172
60,282923,Some-college,Husband,White,Male,>50K,10,Married-civ-spouse,7298,0,40,United-States,Prof-specialty,Private,26181
44,29591,Bachelors,Not-in-family,White,Male,>50K,13,Divorced,0,2258,40,United-States,Tech-support,Federal-gov,26183
45,311231,Prof-school,Husband,White,Male,>50K,15,Married-civ-spouse,0,1485,50,United-States,Prof-specialty,Self-emp-inc,26191
48,383384,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,60,United-States,Craft-repair,Local-gov,26196
46,216164,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,Handlers-cleaners,Private,26212
19,195282,HS-grad,Own-child,Black,Female,<=50K,9,Never-married,0,0,20,United-States,,,26245
51,96678,Masters,Husband,White,Male,<=50K,14,Married-civ-spouse,0,0,60,United-States,Prof-specialty,Local-gov,26247
41,41901,Some-college,Not-in-family,White,Male,<=50K,10,Never-married,0,1408,40,United-States,Craft-repair,Private,26266
37,220644,HS-grad,Unmarried,Black,Female,<=50K,9,Divorced,0,0,40,,Other-service,Private,26272
44,127482,HS-grad,Husband,White,Male,>50K,9,Married-civ-spouse,7298,0,50,England,Craft-repair,Self-emp-not-inc,26278
19,389143,Some-college,Own-child,White,Male,<=50K,10,Never-married,0,0,40,United-States,Sales,Private,26291
22,409230,12th,Other-relative,White,Male,<=50K,8,Never-married,0,0,40,United-States,Transport-moving,Private,26346
33,182971,Some-college,Husband,White,Male,>50K,10,Married-civ-spouse,0,1887,40,United-States,Protective-serv,Local-gov,26351
43,498079,Bachelors,Unmarried,White,Female,<=50K,13,Divorced,0,0,40,United-States,Exec-managerial,Private,26355
32,79870,Some-college,Own-child,White,Female,<=50K,10,Married-civ-spouse,2597,0,40,Japan,Exec-managerial,Private,26363
54,198741,Some-college,Husband,White,Male,>50K,10,Married-civ-spouse,0,0,40,United-States,Protective-serv,State-gov,26367
23,32950,Some-college,Not-in-family,White,Male,<=50K,10,Never-married,0,0,40,United-States,Sales,Private,26368
46,100067,11th,Wife,Black,Female,>50K,7,Married-civ-spouse,0,0,35,United-States,Other-service,Private,26370
59,316027,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,45,Cuba,Other-service,Private,26382
64,388594,Prof-school,Husband,White,Male,>50K,15,Married-civ-spouse,15024,0,45,,Prof-specialty,Federal-gov,26406
36,145576,Masters,Husband,White,Male,>50K,14,Married-civ-spouse,0,1977,40,Japan,Adm-clerical,Private,26416
43,191982,Assoc-voc,Own-child,White,Female,<=50K,11,Never-married,0,0,55,United-States,Adm-clerical,Private,26421
21,72953,Some-college,Own-child,White,Male,<=50K,10,Never-married,0,0,40,United-States,,,26422
